Emenda;Autor
ESB 189 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 190 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 191 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 192 PL678716 => SBT 1 PL678716 => PL 6787/2016;Eli Corrêa Filho
ESB 193 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 194 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 195 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 196 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 197 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 198 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 199 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 200 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 201 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 202 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 203 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 204 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 205 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 206 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 207 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 208 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 209 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 210 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 211 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 212 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 213 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 214 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 215 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 216 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 217 PL678716 => SBT 1 PL678716 => PL 6787/2016;Assis Melo
ESB 218 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 219 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 220 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 221 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 222 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 223 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 224 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 225 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 226 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 227 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 228 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 229 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 230 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 231 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 232 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 233 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 234 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 235 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 236 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 237 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 238 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 239 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 240 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 241 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 242 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 243 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 244 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 245 PL678716 => SBT 1 PL678716 => PL 6787/2016;Luiza Erundina
ESB 246 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 247 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 248 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 249 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 250 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 251 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 252 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 253 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 254 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 255 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 256 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 257 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 258 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 259 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 260 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 261 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 262 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 263 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 264 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 265 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 266 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 267 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 268 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wadih Damous
ESB 269 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 270 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 271 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 272 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 273 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 274 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 275 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 276 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 277 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 278 PL678716 => SBT 1 PL678716 => PL 6787/2016;Sergio Vidigal
ESB 279 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 280 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 281 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 282 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 283 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 284 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 285 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 286 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 287 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 288 PL678716 => SBT 1 PL678716 => PL 6787/2016;Professora Dorinha Seabra Rezende
ESB 289 PL678716 => SBT 1 PL678716 => PL 6787/2016;Professora Dorinha Seabra Rezende
ESB 290 PL678716 => SBT 1 PL678716 => PL 6787/2016;Professora Dorinha Seabra Rezende
ESB 291 PL678716 => SBT 1 PL678716 => PL 6787/2016;Professora Dorinha Seabra Rezende
ESB 292 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 293 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 294 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 295 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 296 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 297 PL678716 => SBT 1 PL678716 => PL 6787/2016;Wellington Roberto
ESB 298 PL678716 => SBT 1 PL678716 => PL 6787/2016;Benedita da Silva
ESB 299 PL678716 => SBT 1 PL678716 => PL 6787/2016;Laercio Oliveira
ESB 300 PL678716 => SBT 1 PL678716 => PL 6787/2016;Laercio Oliveira
ESB 301 PL678716 => SBT 1 PL678716 => PL 6787/2016;Laercio Oliveira
ESB 302 PL678716 => SBT 1 PL678716 => PL 6787/2016;Laercio Oliveira
ESB 303 PL678716 => SBT 1 PL678716 => PL 6787/2016;Laercio Oliveira
ESB 304 PL678716 => SBT 1 PL678716 => PL 6787/2016;Benedita da Silva
ESB 305 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 306 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 307 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 308 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 309 PL678716 => SBT 1 PL678716 => PL 6787/2016;Toninho Wandscheer
ESB 310 PL678716 => SBT 1 PL678716 => PL 6787/2016;Toninho Wandscheer
ESB 311 PL678716 => SBT 1 PL678716 => PL 6787/2016;Toninho Wandscheer
ESB 312 PL678716 => SBT 1 PL678716 => PL 6787/2016;Toninho Wandscheer
ESB 313 PL678716 => SBT 1 PL678716 => PL 6787/2016;Toninho Wandscheer
ESB 314 PL678716 => SBT 1 PL678716 => PL 6787/2016;Toninho Wandscheer
ESB 315 PL678716 => SBT 1 PL678716 => PL 6787/2016;Marinaldo Rosendo
ESB 316 PL678716 => SBT 1 PL678716 => PL 6787/2016;Marinaldo Rosendo
ESB 317 PL678716 => SBT 1 PL678716 => PL 6787/2016;Vitor Lippi
ESB 318 PL678716 => SBT 1 PL678716 => PL 6787/2016;Vitor Lippi
ESB 319 PL678716 => SBT 1 PL678716 => PL 6787/2016;Vitor Lippi
ESB 320 PL678716 => SBT 1 PL678716 => PL 6787/2016;Renata Abreu
ESB 321 PL678716 => SBT 1 PL678716 => PL 6787/2016;Gorete Pereira
ESB 322 PL678716 => SBT 1 PL678716 => PL 6787/2016;Gorete Pereira
ESB 323 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carlos Melles
ESB 324 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carlos Melles
ESB 325 PL678716 => SBT 1 PL678716 => PL 6787/2016;Laura Carneiro
ESB 326 PL678716 => SBT 1 PL678716 => PL 6787/2016;Laura Carneiro
ESB 327 PL678716 => SBT 1 PL678716 => PL 6787/2016;Laura Carneiro
ESB 328 PL678716 => SBT 1 PL678716 => PL 6787/2016;Roberto Sales
ESB 329 PL678716 => SBT 1 PL678716 => PL 6787/2016;Roberto Sales
ESB 330 PL678716 => SBT 1 PL678716 => PL 6787/2016;Roberto Sales
ESB 331 PL678716 => SBT 1 PL678716 => PL 6787/2016;Roberto Sales
ESB 332 PL678716 => SBT 1 PL678716 => PL 6787/2016;Roberto Sales
ESB 333 PL678716 => SBT 1 PL678716 => PL 6787/2016;Valdir Colatto
ESB 334 PL678716 => SBT 1 PL678716 => PL 6787/2016;Valdir Colatto
ESB 335 PL678716 => SBT 1 PL678716 => PL 6787/2016;Valdir Colatto
ESB 336 PL678716 => SBT 1 PL678716 => PL 6787/2016;Valdir Colatto
ESB 337 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 338 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 339 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 340 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 341 PL678716 => SBT 1 PL678716 => PL 6787/2016;Orlando Silva
ESB 342 PL678716 => SBT 1 PL678716 => PL 6787/2016;Nelson Marquezelli
ESB 343 PL678716 => SBT 1 PL678716 => PL 6787/2016;Nelson Marquezelli
ESB 344 PL678716 => SBT 1 PL678716 => PL 6787/2016;Nelson Marquezelli
ESB 345 PL678716 => SBT 1 PL678716 => PL 6787/2016;Nelson Marquezelli
ESB 346 PL678716 => SBT 1 PL678716 => PL 6787/2016;Nelson Marquezelli
ESB 347 PL678716 => SBT 1 PL678716 => PL 6787/2016;Nelson Marquezelli
ESB 348 PL678716 => SBT 1 PL678716 => PL 6787/2016;Lázaro Botelho
ESB 349 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 350 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 351 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 352 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 353 PL678716 => SBT 1 PL678716 => PL 6787/2016;Zé Silva
ESB 354 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 355 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 356 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 357 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 358 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 359 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 360 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 361 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 362 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 363 PL678716 => SBT 1 PL678716 => PL 6787/2016;Raquel Muniz
ESB 364 PL678716 => SBT 1 PL678716 => PL 6787/2016;Raquel Muniz
ESB 365 PL678716 => SBT 1 PL678716 => PL 6787/2016;Raquel Muniz
ESB 366 PL678716 => SBT 1 PL678716 => PL 6787/2016;Raquel Muniz
ESB 367 PL678716 => SBT 1 PL678716 => PL 6787/2016;Raquel Muniz
ESB 368 PL678716 => SBT 1 PL678716 => PL 6787/2016;Raquel Muniz
ESB 369 PL678716 => SBT 1 PL678716 => PL 6787/2016;Raquel Muniz
ESB 370 PL678716 => SBT 1 PL678716 => PL 6787/2016;Raquel Muniz
ESB 371 PL678716 => SBT 1 PL678716 => PL 6787/2016;Luiza Erundina
ESB 372 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 373 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 374 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 375 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 376 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 377 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
ESB 378 PL678716 => SBT 1 PL678716 => PL 6787/2016;Benedita da Silva
ESB 379 PL678716 => SBT 1 PL678716 => PL 6787/2016;Benedita da Silva
ESB 380 PL678716 => SBT 1 PL678716 => PL 6787/2016;Paes Landim
ESB 381 PL678716 => SBT 1 PL678716 => PL 6787/2016;Paes Landim
ESB 382 PL678716 => SBT 1 PL678716 => PL 6787/2016;Paes Landim
ESB 383 PL678716 => SBT 1 PL678716 => PL 6787/2016;Paes Landim
ESB 384 PL678716 => SBT 1 PL678716 => PL 6787/2016;Paes Landim
ESB 385 PL678716 => SBT 1 PL678716 => PL 6787/2016;Paes Landim
ESB 386 PL678716 => SBT 1 PL678716 => PL 6787/2016;Paes Landim
ESB 387 PL678716 => SBT 1 PL678716 => PL 6787/2016;Paes Landim
ESB 388 PL678716 => SBT 1 PL678716 => PL 6787/2016;Daniel Vilela
ESB 389 PL678716 => SBT 1 PL678716 => PL 6787/2016;Daniel Vilela
ESB 390 PL678716 => SBT 1 PL678716 => PL 6787/2016;Daniel Vilela
ESB 391 PL678716 => SBT 1 PL678716 => PL 6787/2016;Daniel Vilela
ESB 392 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 393 PL678716 => SBT 1 PL678716 => PL 6787/2016;Elizeu Dionizio
ESB 394 PL678716 => SBT 1 PL678716 => PL 6787/2016;Elizeu Dionizio
ESB 395 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 396 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 397 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 398 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 399 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 400 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 401 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 402 PL678716 => SBT 1 PL678716 => PL 6787/2016;Jerônimo Goergen
ESB 403 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 404 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 405 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 406 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 407 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 408 PL678716 => SBT 1 PL678716 => PL 6787/2016;Benedita da Silva
ESB 409 PL678716 => SBT 1 PL678716 => PL 6787/2016;Benedita da Silva
ESB 410 PL678716 => SBT 1 PL678716 => PL 6787/2016;Waldenor Pereira
ESB 411 PL678716 => SBT 1 PL678716 => PL 6787/2016;Waldenor Pereira
ESB 412 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 413 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 414 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 415 PL678716 => SBT 1 PL678716 => PL 6787/2016;Danilo Cabral
ESB 416 PL678716 => SBT 1 PL678716 => PL 6787/2016;Danilo Cabral
ESB 417 PL678716 => SBT 1 PL678716 => PL 6787/2016;Danilo Cabral
ESB 418 PL678716 => SBT 1 PL678716 => PL 6787/2016;Danilo Cabral
ESB 419 PL678716 => SBT 1 PL678716 => PL 6787/2016;Danilo Cabral
ESB 420 PL678716 => SBT 1 PL678716 => PL 6787/2016;Danilo Cabral
ESB 421 PL678716 => SBT 1 PL678716 => PL 6787/2016;Alfredo Kaefer
ESB 422 PL678716 => SBT 1 PL678716 => PL 6787/2016;Alfredo Kaefer
ESB 423 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 424 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 425 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 426 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 427 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 428 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 429 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 430 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 431 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 432 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 433 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 434 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 435 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 436 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 437 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 438 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 439 PL678716 => SBT 1 PL678716 => PL 6787/2016;Chico Alencar
ESB 440 PL678716 => SBT 1 PL678716 => PL 6787/2016;Alfredo Kaefer
ESB 441 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 442 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 443 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 444 PL678716 => SBT 1 PL678716 => PL 6787/2016;Benedita da Silva
ESB 445 PL678716 => SBT 1 PL678716 => PL 6787/2016;Carmen Zanotto
ESB 446 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 447 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 448 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 449 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 450 PL678716 => SBT 1 PL678716 => PL 6787/2016;Darcísio Perondi
ESB 451 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 452 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 453 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 454 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 455 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 456 PL678716 => SBT 1 PL678716 => PL 6787/2016;Hissa Abrahão
ESB 457 PL678716 => SBT 1 PL678716 => PL 6787/2016;Goulart
SSP 1 PL678716 => PL 6787/2016;Rogério Marinho
EMP 1/2017 => PL 6787/2016;André Figueiredo
EMP 2/2017 => PL 6787/2016;André Figueiredo
EMP 3/2017 => PL 6787/2016;André Figueiredo
EMP 4/2017 => PL 6787/2016;Ricardo Izar
EMP 5/2017 => PL 6787/2016;Marcos Montes
EMP 6/2017 => PL 6787/2016;Weverton Rocha
EMP 7/2017 => PL 6787/2016;Weverton Rocha
EMP 8/2017 => PL 6787/2016;Goulart
EMP 9/2017 => PL 6787/2016;Gorete Pereira
EMP 10/2017 => PL 6787/2016;Carlos Zarattini
EMP 11/2017 => PL 6787/2016;Carlos Zarattini
EMP 12/2017 => PL 6787/2016;Carlos Zarattini
EMP 13/2017 => PL 6787/2016;Carlos Zarattini
EMP 14/2017 => PL 6787/2016;Carlos Zarattini
EMP 15/2017 => PL 6787/2016;Carlos Zarattini
EMP 16/2017 => PL 6787/2016;Gorete Pereira
EMP 17/2017 => PL 6787/2016;Magda Mofatto
EMP 18/2017 => PL 6787/2016;Vitor Lippi
EMP 19/2017 => PL 6787/2016;Izalci Lucas
EMP 20/2017 => PL 6787/2016;Izalci Lucas
EMP 21/2017 => PL 6787/2016;Izalci Lucas
EMP 22/2017 => PL 6787/2016;Izalci Lucas
EMP 23/2017 => PL 6787/2016;Izalci Lucas
EMP 24/2017 => PL 6787/2016;Izalci Lucas
EMP 25/2017 => PL 6787/2016;Izalci Lucas
EMP 26/2017 => PL 6787/2016;Ricardo Izar
EMP 27/2017 => PL 6787/2016;Ricardo Izar
EMP 28/2017 => PL 6787/2016;Bebeto
EMP 29/2017 => PL 6787/2016;Bebeto
EMP 30/2017 => PL 6787/2016;Paulo Pereira da Silva
EMP 31/2017 => PL 6787/2016;Renata Abreu
EMP 32/2017 => PL 6787/2016;Evandro Gussi
